input_position,input_url,normalized_url,source_workbook,raw_url,hashed_at_utc,target_url_sha256,hash_mode,domain,dns_status,dns_decision,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,admitted,admitted_to_holdout,kept_for_review_only,review_only_reason,survival_path,drop_path,exclusion_stage,reason,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,candidate_generation_reason,best_entity,best_matching_domain,best_score,score_margin,confidence_band,lexical_score,lexical_hit,brand_score,credential_score,infra_score,evasion_score,total_stage1_score,hard_trigger_hit,stage1_reasons,page_has_password_field,page_has_login_form,form_action_mismatch,csc_mention_count,redirect_count,final_domain,favicon_domain,html_bytes_read,escalate_to_hashing,escalate_reason,clip_similarity,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_similarity,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,clip_corroborated,stage1_passthrough,domain_component,clip_component,hash_component,hash_anchor,review_reason,screenshot_path,favicon_hash_raw,ssl_hash_raw,html_hash_raw,page_hash_raw,domain_hash_raw,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash
127,icici-bank-support.in,https://icici-bank-support.in,urls.xlsx,https://icici-bank-support.in,2026-04-08T16:07:02+00:00,a16bc8c741939fd938662060aa5ace1ed38281f159b3e5fb4b06df4e58efe7f3,exact,icici-bank-support.in,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://icici-bank-support.in/ | Call log: - navigating to ""https://icici-bank-support.in/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,ICICI Bank,True,True,True,False,,,brand_token_match|jw_primary,ICICI Bank,icici.bank.in,0.0,0.0,Low,0.8556,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,icici-bank-support.in,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.4348,False,0,False,False,False,True,25.6667,0.0,0.0,False,,,,,,,,False,False,False,False
128,cppcccare.com,https://cppcccare.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,contents.tdscpc.gov.in,0.0,,,0.6111,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
129,pnb-india.in,https://pnb-india.in,urls.xlsx,https://pnb-india.in,2026-04-08T16:07:02+00:00,430009ad5b7271d949c5e4bd77965c687893b51954cdcedeff4046793fcdf7ef,exact,pnb-india.in,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://pnb-india.in/ | Call log: - navigating to ""https://pnb-india.in/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,Punjab National Bank (PNB),pnbindia.in,0.0,0.0,Low,0.9741,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnb-india.in,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.9712,False,0,False,False,False,True,29.2222,0.0,0.0,False,,,,,,,,False,False,False,False
130,pnblndia.in,https://pnblndia.in,urls.xlsx,https://pnblndia.in,2026-04-08T16:07:02+00:00,7aaf6cf649ac8002fe2ba620e8d41f0e2f5db11e2a9ba801a5fe42f25c5f8810,exact,pnblndia.in,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://pnblndia.in/ | Call log: - navigating to ""https://pnblndia.in/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary|skeleton_similarity,Punjab National Bank (PNB),pnbindia.in,0.0,0.0,Low,0.9083,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnblndia.in,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.905,False,0,False,False,False,True,27.25,0.0,0.0,False,,,,,,,,False,False,False,False
131,pnbindia-kyd.com,https://pnbindia-kyd.com,urls.xlsx,https://pnbindia-kyd.com,2026-04-08T16:07:02+00:00,81c0cb8e9719d2ef876478775a658a0dda164d5513dd6273f843746030a97895,exact,pnbindia-kyd.com,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://pnbindia-kyd.com/ | Call log: - navigating to ""https://pnbindia-kyd.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary,Punjab National Bank (PNB),pnbindia.in,0.0,0.0,Low,0.9333,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnbindia-kyd.com,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.8,False,0,False,False,False,True,28.0,0.0,0.0,False,,,,,,,,False,False,False,False
132,pnblndia-app.in,https://pnblndia-app.in,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnbindia.in,0.0,,,0.8403,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.73,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
133,pnb-netbanking.net,https://pnb-netbanking.net,urls.xlsx,https://pnb-netbanking.net,2026-04-08T16:07:02+00:00,b9211a92dc6cfa63718a916e9c3ca55979294458de9ffb54213bf9bf0787763e,exact,pnb-netbanking.net,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://pnb-netbanking.net/ | Call log: - navigating to ""https://pnb-netbanking.net/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,False,,True,True,False,False,,,brand_token_match,Punjab National Bank (PNB),pnb.bank.in,0.0,0.0,Low,0.8167,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnb-netbanking.net,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.3529,False,0,False,False,False,True,24.5,0.0,0.0,False,,,,,,,,False,False,False,False
134,pnblndia.bank.in,https://pnblndia.bank.in,urls.xlsx,https://pnblndia.bank.in,2026-04-08T16:07:02+00:00,afee2ca9b86f0479fe92e65b137f873dc70482f097feead5c1d6f4e6c647f0f8,exact,pnblndia.bank.in,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://pnblndia.bank.in/ | Call log: - navigating to ""https://pnblndia.bank.in/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,Punjab National Bank (PNB),True,True,True,False,,,jw_primary,Punjab National Bank (PNB),pnbindia.in,0.0,0.0,Low,0.9083,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnblndia.bank.in,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.875,False,0,False,False,False,True,27.25,0.0,0.0,False,,,,,,,,False,False,False,False
135,secure-kyc.com,https://secure-kyc.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://secure-kyc.com,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,,0.6282,False,28,0,6,0,34,False,title_brand_match|body_brand_match|suspicious_hosting_provider,False,False,False,1,0,secure-kyc.com,,104,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.5217,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
136,update-account.online,https://update-account.online,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Income Tax Department,contents.tdscpc.gov.in,0.0,,,0.6635,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
137,pnbindia-services.com,https://pnbindia-services.com,urls.xlsx,https://pnbindia-services.com,2026-04-08T16:07:03+00:00,127dba2762e4d19c725a838c02f24d662f4483cc9db6458fef6dceada99d9cc7,exact,pnbindia-services.com,,accepted,failed,not_attempted,navigation_error,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://pnbindia-services.com/ | Call log: - navigating to ""https://pnbindia-services.com/"", waiting until ""domcontentloaded""",,,,,False,False,False,,failed_fetch_strict_lexical_suspected,,hashing_shortlist,fetch_timeout_or_fetch_failed,True,Punjab National Bank (PNB),True,True,True,False,,,brand_token_match|jw_primary,Punjab National Bank (PNB),pnbindia.in,0.0,0.0,Low,0.8941,True,0,0,0,0,0,False,lexical_hit,False,False,False,0,0,pnbindia-services.com,,0,True,lexical_hit,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.64,False,0,False,False,False,True,26.8235,0.0,0.0,False,,,,,,,,False,False,False,False
138,verify-account.net,https://verify-account.net,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6032,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.2353,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
139,dq67r.top,https://dq67r.top,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007),,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,BSE Ltd.,bsestarmf.in,0.0,,,0.5407,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.2857,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
140,annarbormarket.com,https://annarbormarket.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://annarbormarket.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canararobeco.com,0.0,,,0.7235,False,0,0,0,0,0,False,,False,False,False,0,0,annarbormarket.com,,3139,False,stage1_low_suspicion,0.0,,,,,,,,,0.5685,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
141,manto90.store,https://manto90.store,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://manto90.store,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,,0.6349,False,0,0,0,0,0,False,,False,False,False,0,0,manto90.store,,11227,False,stage1_low_suspicion,0.0,,,,,,,,,0.4211,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
142,chargemoment.com,https://chargemoment.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://chargemoment.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,,0.6944,False,0,16,0,0,16,False,form_action_mismatch,False,False,True,0,0,chargemoment.com,,2207,False,stage1_low_suspicion,0.0,,,,,,,,,0.5385,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
143,allsetfacilitygroup.com,https://allsetfacilitygroup.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://www.allsetfacilitygroup.com/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.7193,False,4,0,0,0,4,False,favicon_brand_match,False,False,False,1,1,www.allsetfacilitygroup.com,assets.squarespace.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.2727,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
144,fjudoeuskadi.eus,https://fjudoeuskadi.eus,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://www.fjudoeuskadi.eus/,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Jio,jio.com,0.0,,,0.6111,False,0,0,0,0,0,False,,False,False,False,0,1,www.fjudoeuskadi.eus,www.fjudoeuskadi.eus,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.2667,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
145,786786786786.com,https://786786786786.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,,0.5,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.2522,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
146,nevermindmedia.ch,https://nevermindmedia.ch,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://nevermindmedia.ch,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnbindia.in,0.0,,,0.7262,False,0,4,6,0,10,False,auth_wording|suspicious_hosting_provider,False,False,False,0,0,nevermindmedia.ch,,32012,False,stage1_low_suspicion,0.0,,,,,,,,,0.5455,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
147,519zx.top,https://519zx.top,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://519zx.top,,,,False,False,False,,,stage1_suspected_non_escalated,stage1_http,stage1_suspected_non_escalated,False,,False,False,False,True,,,fallback_top_k,Reserve Bank of India (RBI),rbi.org.in,0.0,,,0.5619,False,28,0,0,0,28,False,title_brand_match|body_brand_match,False,False,False,1,0,519zx.top,,410,False,stage1_suspected_non_escalated,0.0,,,,,,,,,0.3333,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
148,71042.vip,https://71042.vip,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://71042.vip,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k|generic_token_only,National Informatics Centre (NIC),cloud.gov.in,0.0,,,0.6,False,0,0,0,0,0,False,,False,False,False,0,0,71042.vip,,14,False,stage1_low_suspicion,0.0,,,,,,,,,0.4,True,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
149,n6k6jqg8.top,https://n6k6jqg8.top,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Bank of Baroda,bankofbaroda.bank.in,0.0,,,0.5417,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
150,essentialcleaningservicesusa.com,https://essentialcleaningservicesusa.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://essentialcleaningservicesusa.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.7024,False,12,0,6,0,18,False,favicon_brand_match|redirect_brand_match|final_domain_brand_match|suspicious_hosting_provider,False,False,False,1,0,essentialcleaningservicesusa.com,essentialcleaningservicesusa.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.1935,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
151,soyprotagonistafinanciero.com,https://soyprotagonistafinanciero.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://soyprotagonistafinanciero.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,,0.6048,False,0,0,0,0,0,False,,False,False,False,0,0,soyprotagonistafinanciero.com,media.base44.com,3344,False,stage1_low_suspicion,0.0,,,,,,,,,0.2564,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
152,rush-bodyplan.homes,https://rush-bodyplan.homes,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://rush-bodyplan.homes,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Indian Space Research Organisation (ISRO),indiascienceandtechnology.gov.in,0.0,,,0.6068,False,4,0,0,0,4,False,body_brand_match,False,False,False,2,0,rush-bodyplan.homes,rush-bodyplan.homes,28497,False,stage1_low_suspicion,0.0,,,,,,,,,0.25,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
153,fxsnowcool.com,https://fxsnowcool.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),nic.gov.in,0.0,,,0.6222,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3077,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
154,94498.qpon,https://94498.qpon,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),netpnb.com,0.0,,,0.4556,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.1818,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
155,enerzyph.com,https://enerzyph.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Kfintech,kfintech.com,0.0,,,0.5833,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.405,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
156,joel-angelina-wedding.com,https://joel-angelina-wedding.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://joel-angelina-wedding.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6032,False,8,0,0,0,8,False,meta_brand_match,False,False,False,1,0,joel-angelina-wedding.com,joel-angelina-wedding.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.1967,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
157,ofertaa643842315.sbs,https://ofertaa643842315.sbs,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11002] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,Airtel,airtelpayments.bank.in,0.0,,,0.5982,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.3333,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
158,inesceramica.pt,https://inesceramica.pt,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://inesceramica.pt,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.6627,False,4,0,0,6,10,False,favicon_brand_match|image_heavy_low_text,False,False,False,1,0,inesceramica.pt,inesceramica.pt,691,False,stage1_low_suspicion,0.0,,,,,,,,,0.3077,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
159,tayceculture.com,https://tayceculture.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://www.tayceculture.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,ICICI Bank,iciciprulife.com,0.0,,,0.6111,False,0,0,0,0,0,False,,False,False,False,0,1,www.tayceculture.com,,1547,False,stage1_low_suspicion,0.0,,,,,,,,,0.4467,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
160,ybiscom.fr,https://ybiscom.fr,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007),,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),nic.gov.in,0.0,,,0.6508,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
161,digifant.network,https://digifant.network,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,[Errno 11001] getaddrinfo failed,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,HDFC Bank,netbanking.hdfcbank.com,0.0,,,0.6667,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
162,brandmappr.com,https://brandmappr.com,urls.xlsx,,,,,,skipped,skipped,failed,not_attempted,get_error,,,,,,False,False,False,,,stage1_fetch_failed,stage1_http,stage1_fetch_failed,False,,False,False,False,True,,,fallback_top_k,National Health Authority (NHA),abdm.gov.in,0.0,,,0.7167,False,0,0,0,0,0,False,stage1_fetch_failed,False,False,False,0,0,,,0,False,stage1_fetch_failed,0.0,,,,,,,,,0.4286,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
163,tredmind.com,https://tredmind.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://tredmind.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,IndusInd Bank,indusind.bank.in,0.0,,,0.6667,False,0,0,0,0,0,False,,False,False,False,0,0,tredmind.com,,2492,False,stage1_low_suspicion,0.0,,,,,,,,,0.5,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
164,carelessvibe.com,https://carelessvibe.com,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://carelessvibe.com,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Airtel,airtel.in,0.0,,,0.6667,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,carelessvibe.com,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.4444,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
165,vipslot.casino,https://vipslot.casino,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://vipslot.casino,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Canara Bank,canarabank.bank.in,0.0,,,0.5952,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,0,vipslot.casino,vipslot.casino,21920,False,stage1_low_suspicion,0.0,,,,,,,,,0.3636,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
166,itplayegypt.win,https://itplayegypt.win,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://itplayegypt.win,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,National Informatics Centre (NIC),accounts.mgovcloud.in,0.0,,,0.6412,False,4,0,0,0,4,False,body_brand_match,False,False,False,1,0,itplayegypt.win,imagesmyclo.com,31675,False,stage1_low_suspicion,0.0,,,,,,,,,0.56,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
167,mediavision.store,https://mediavision.store,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://mediavision.store,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,All India Institute of Medical Sciences (AIIMS),aiims.edu,0.0,,,0.7515,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,mediavision.store,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.375,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
168,8eight.com.tw,https://8eight.com.tw,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://8eight.com.tw,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Election Commision of India (ECI),eci.gov.in,0.0,,,0.6667,False,0,0,0,6,6,False,js_redirect,False,False,False,0,0,8eight.com.tw,,114,False,stage1_low_suspicion,0.0,,,,,,,,,0.4444,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
169,permabrows.us,https://permabrows.us,urls.xlsx,,,,,,skipped,skipped,fetched,not_attempted,,,https://permabrows.us,,,,False,False,False,,,stage1_low_suspicion,stage1_http,stage1_low_suspicion,False,,False,False,False,True,,,fallback_top_k,Punjab National Bank (PNB),pnb.bank.in,0.0,,,0.6222,False,0,0,0,0,0,False,,False,False,False,0,0,permabrows.us,img1.wsimg.com,32768,False,stage1_low_suspicion,0.0,,,,,,,,,0.3077,False,0,False,False,False,False,0.0,0.0,0.0,,,,,,,,,,,,
