Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,source_workbook,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,survival_path,drop_path,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,visual_status,fetch_error_type,fetch_error_detail,final_landing_url,parking_provider,parking_reason,placeholder_or_parking_reason,best_score,domain_component,hash_component,lexical_hit,final_domain,typo_similarity,typo_min_score_used,typo_decision_reason,favicon_hash_similarity,favicon_hash_distance,page_hash_similarity,page_hash_distance,domain_hash_similarity,domain_hash_distance,ssl_hash_similarity,ssl_hash_distance,typo_anchor,hash_anchor,generic_token_only_match,direct_brand_evidence_count,deceptive_host_embedding,content_spoof_strong,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt
Kfintech,kfintech.com,https://gsfintech.com,05-04-2026_input.csv,63.1614,Low,63.1614,weak_evidence,0.8843,0.8843,0.8235,0.8535,True,False,jw_primary,lexical,score_threshold|weak_direct_evidence|network_corroboration,,True,Kfintech,True,True,True,False,score_threshold|weak_direct_evidence|network_corroboration,score_threshold|weak_direct_evidence|network_corroboration,fetched,available,,,https://forsale.godaddy.com/forsale/gsfintech.com?utm_source=TDFS_BINNS&utm_medium=parkedpages&utm_campaign=x_corp_tdfs-binns_base&traffic_type=TDFS_BINNS&traffic_id=binns&,,,,63.1614,26.5278,0.0,True,forsale.godaddy.com,0.8535,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,c:\Users\sathwik.kusuri\Documents\phishing_ml\phishing_pipeline\screens\gsfintech.com.png,access denied,"access denied access denied 
reference #18.dc543f17.1777093860.718ba5b3
 https://errors.edgesuite.net/18.dc543f17.1777093860.718ba5b3"
All India Institute of Medical Sciences (AIIMS),aiims.edu,https://aiimsdelhiedu.in,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8769,0.0,0.0,0.5556,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,All India Institute of Medical Sciences (AIIMS),True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for aiimsdelhiedu.in,,,,,0.0,26.307,0.0,True,aiimsdelhiedu.in,0.5556,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://atmosonline.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8871,0.0,0.0,0.8871,True,True,jw_primary|skeleton_similarity,lexical,dns_not_mapped_lexical_passthrough,,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for atmosonline.com,,,,,0.0,26.613,0.0,True,atmosonline.com,0.8871,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Axis Bank,axismf.com,https://axis969.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8476,0.0,0.0,0.6454,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,Axis Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for axis969.com,,,,,0.0,25.428,0.0,True,axis969.com,0.6454,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
Canara Bank,canarahsbclife.com,https://canarastirma.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8476,0.0,0.0,0.6454,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,Canara Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for canarastirma.com,,,,,0.0,25.428,0.0,True,canarastirma.com,0.6454,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
Canara Bank,canarahsbclife.com,https://canariasia.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8493,0.0,0.0,0.6967,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,Canara Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for canariasia.com,,,,,0.0,25.479,0.0,True,canariasia.com,0.6967,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
Kfintech,kfintech.com,https://fintechlyn.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8583,0.0,0.0,0.8078,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,Kfintech,True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for fintechlyn.com,,,,,0.0,25.749,0.0,True,fintechlyn.com,0.8078,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
ICICI Bank,icicilombard.com,https://icicibank-coin.cfd,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8226,0.0,0.0,0.5385,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,ICICI Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icicibank-coin.cfd,,,,,0.0,24.678,0.0,True,icicibank-coin.cfd,0.5385,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
ICICI Bank,icicilombard.com,https://icicibank-coin.sbs,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8226,0.0,0.0,0.5385,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,ICICI Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icicibank-coin.sbs,,,,,0.0,24.678,0.0,True,icicibank-coin.sbs,0.5385,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
ICICI Bank,icicilombard.com,https://icicibank-in.homes,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8333,0.0,0.0,0.5833,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,ICICI Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icicibank-in.homes,,,,,0.0,24.999,0.0,True,icicibank-in.homes,0.5833,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
ICICI Bank,icicilombard.com,https://icicibcak.icu,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8722,0.0,0.0,0.6667,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,ICICI Bank,True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icicibcak.icu,,,,,0.0,26.166,0.0,True,icicibcak.icu,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
ICICI Bank,icicilombard.com,https://icicibcok.icu,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8437,0.0,0.0,0.5714,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,ICICI Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icicibcok.icu,,,,,0.0,25.311,0.0,True,icicibcok.icu,0.5714,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
ICICI Bank,icicilombard.com,https://icicibzok.shop,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8437,0.0,0.0,0.5714,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,ICICI Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icicibzok.shop,,,,,0.0,25.311,0.0,True,icicibzok.shop,0.5714,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
ICICI Bank,icicilombard.com,https://icicibzvk.shop,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8333,0.0,0.0,0.5714,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,ICICI Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icicibzvk.shop,,,,,0.0,24.999,0.0,True,icicibzvk.shop,0.5714,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
ICICI Bank,icicidirect.com,https://icicihvd.icu,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8591,0.0,0.0,0.6316,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,ICICI Bank,True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for icicihvd.icu,,,,,0.0,25.773,0.0,True,icicihvd.icu,0.6316,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
CENSUS INDIA,censusindia.gov.in,https://indusindgicl.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.6923,0.0,0.0,0.6087,True,False,fallback_top_k,lexical,dns_not_mapped_lexical_passthrough,,True,IndusInd Bank,False,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for indusindgicl.com,,,,,0.0,20.769,0.0,True,indusindgicl.com,0.6087,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
Jio,jio.com,https://jiouo.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.9067,0.0,0.0,0.78,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,Jio,True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for jiouo.com,,,,,0.0,27.201,0.0,True,jiouo.com,0.78,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Jio,jio.com,https://jiwwon.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8667,0.0,0.0,0.6967,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,Jio,True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for jiwwon.com,,,,,0.0,26.001,0.0,True,jiwwon.com,0.6967,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
Air India,airindiaexpress.com,https://mirandaexpresss.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8855,0.0,0.0,0.83,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,Air India,True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for mirandaexpresss.com,,,,,0.0,26.565,0.0,True,mirandaexpresss.com,0.83,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Punjab National Bank (PNB),netpnb.com,https://netornb.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8944,0.0,0.0,0.7992,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,Punjab National Bank (PNB),True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for netornb.com,,,,,0.0,26.832,0.0,True,netornb.com,0.7992,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
State Bank of India (SBI),corp.onlinesbi.sbi,https://onlinesbitips.info,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.9385,0.0,0.0,0.8182,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,State Bank of India (SBI),True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for onlinesbitips.info,,,,,0.0,28.155,0.0,True,onlinesbitips.info,0.8182,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Reserve Bank of India (RBI),rebit.org.in,https://purebit.ink,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.9048,0.0,0.0,0.8333,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,Reserve Bank of India (RBI),True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for purebit.ink,,,,,0.0,27.144,0.0,True,purebit.ink,0.8333,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Reserve Bank of India (RBI),rebit.org.in,https://rebi.org,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.96,0.0,0.0,0.8889,True,True,jw_primary|skeleton_similarity,lexical,dns_not_mapped_lexical_passthrough,,True,Reserve Bank of India (RBI),True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for rebi.org,,,,,0.0,28.8,0.0,True,rebi.org,0.8889,0.75,anchor_typo,0.0,-1,0.0,-1,0.0,-1,0.0,-1,True,False,False,0,False,False,True,True,False,False,False,False,False,,,
Reserve Bank of India (RBI),rebit.org.in,https://rejbio.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.8578,0.0,0.0,0.7273,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,Reserve Bank of India (RBI),True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for rejbio.com,,,,,0.0,25.734,0.0,True,rejbio.com,0.7273,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
State Bank of India (SBI),sbi.co.in,https://spbivf.com,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.85,0.0,0.0,0.6667,True,True,jw_primary,lexical,dns_not_mapped_lexical_passthrough,,True,State Bank of India (SBI),True,True,True,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for spbivf.com,,,,,0.0,25.5,0.0,True,spbivf.com,0.6667,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
CATS,cats.census.gov.in,https://the-cats-app.top,05-04-2026_input.csv,0.0,Low,0.0,weak_evidence,0.4722,0.0,0.0,0.3478,True,True,brand_token_match,lexical,dns_not_mapped_lexical_passthrough,,False,,True,True,False,False,dns_not_mapped_lexical_passthrough,dns_not_mapped_lexical_passthrough,failed,not_attempted,dns_gate_no_answer,no A/AAAA answers for the-cats-app.top,,,,,0.0,14.166,0.0,True,the-cats-app.top,0.3478,0.75,below_min_score,0.0,-1,0.0,-1,0.0,-1,0.0,-1,False,False,False,0,False,False,False,True,False,False,False,False,False,,,
