Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name,hash_score,confidence_band,score_margin,evidence_tier,lexical_score,jw_primary,token_set_primary,skeleton_similarity,lexical_rule_hit,brand_token_hit,candidate_generation_reason,dominant_signal_family,old_fuzzy_hit,old_fuzzy_cse,hybrid_lexical_hit,strict_lexical_hit,lexical_score_pass,fallback_rank_only,admission_reason,admission_path,fetch_status,best_score,domain_component,clip_component,hash_component,typo_similarity,typo_min_score_used,typo_decision_reason,clip_similarity,typo_anchor,hash_anchor,clip_anchor,signal_hit_screenshot,signal_hit_typo,signal_hit_domain,signal_hit_favicon,signal_hit_ssl_hash,signal_hit_html_hash,signal_hit_domain_hash,signal_hit_keywords,screenshot_path,html_title_text,visible_text_excerpt,review_reason
National Informatics Centre (NIC),cloud.gov.in,https://cloudbot.services,0.0,Low,0.0,weak_evidence,0.925,0.925,0.7692,0.7692,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.75,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
IndusInd Bank,indusind.bank.in,https://industriallm.com,0.0,Low,0.0,weak_evidence,0.85,0.85,0.6,0.6,True,False,jw_primary,lexical,True,IndusInd Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.6,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Reserve Bank of India (RBI),rbi.org.in,https://rubric.so,0.0,Low,0.0,weak_evidence,0.85,0.85,0.6667,0.6667,True,False,jw_primary,lexical,True,Reserve Bank of India (RBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Air India,airindiaexpress.com,https://airexpresslk.online,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.7407,0.7407,True,False,jw_primary,lexical,True,Air India,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5,0.0,0.0,0.7407,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homelabdotdns.xyz,0.0,Low,0.0,weak_evidence,0.9162,0.9162,0.7273,0.7273,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.4872,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudwebselect.com,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.5263,0.5263,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1429,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Canara Bank,canararobeco.com,https://canalplus-caraibes.com,0.0,Low,0.0,weak_evidence,0.8548,0.8548,0.5,0.53,True,False,jw_primary,lexical,True,Canara Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.6429,0.0,0.0,0.53,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Air India,airindiaexpress.com,https://airdxp.com,0.0,Low,0.0,weak_evidence,0.86,0.86,0.5714,0.6014,True,False,jw_primary,lexical,True,Air India,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.8,0.0,0.0,0.6014,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
BSE Ltd.,bseindia.com,https://sdindia.com,0.0,Low,0.0,weak_evidence,0.869,0.869,0.8,0.83,True,False,jw_primary,lexical,True,BSE Ltd.,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0714,0.0,0.0,0.83,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudlect.com,0.0,Low,0.0,weak_evidence,0.9111,0.9111,0.7143,0.7143,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.3333,0.0,0.0,0.7143,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homeweston.com,0.0,Low,0.0,weak_evidence,0.867,0.867,0.6316,0.6316,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0095,0.0,0.0,0.6316,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Punjab National Bank (PNB),pnb.bank.in,https://pnbalguy.com,0.0,Low,0.0,weak_evidence,0.8542,0.8542,0.5455,0.5455,True,False,jw_primary,lexical,True,Punjab National Bank (PNB),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.625,0.0,0.0,0.5455,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Kfintech,kfintech.com,https://ohfintech.com,0.0,Low,0.0,weak_evidence,0.8843,0.8843,0.8235,0.8535,True,False,jw_primary,lexical,True,Kfintech,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5278,0.0,0.0,0.8535,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://rcloud.site,0.0,Low,0.0,weak_evidence,0.9444,0.9444,0.9091,0.9091,True,False,jw_primary|token_set_primary|skeleton_similarity|host_similarity,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,28.3333,0.0,0.0,0.9091,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://crmail.org,0.0,Low,0.0,weak_evidence,0.8889,0.8889,0.8,0.8,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.6667,0.0,0.0,0.8,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailingstation.com,0.0,Low,0.0,weak_evidence,0.8571,0.8571,0.4444,0.4444,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.7143,0.0,0.0,0.4444,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),sbilife.co.in,https://silf.re,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.7273,0.7273,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1429,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudpayrollai.com,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.5263,0.5263,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1429,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://wsmailt.site,0.0,Low,0.0,weak_evidence,0.8571,0.8571,0.7273,0.7273,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.7143,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloud-solutions.koeln,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.5,0.5,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0,0.0,0.0,0.5,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Canara Bank,canarabank.bank.in,https://canarychannel.com,0.0,Low,0.0,weak_evidence,0.8567,0.8567,0.5185,0.5485,True,False,jw_primary,lexical,True,Canara Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.7011,0.0,0.0,0.5485,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Reserve Bank of India (RBI),rbi.org.in,https://rbide.com,0.0,Low,0.0,weak_evidence,0.9067,0.9067,0.75,0.75,True,False,jw_primary,lexical,True,Reserve Bank of India (RBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.2,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homeleasrrr.com,0.0,Low,0.0,weak_evidence,0.8828,0.8828,0.7,0.7,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.4848,0.0,0.0,0.7,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homeoval.com,0.0,Low,0.0,weak_evidence,0.902,0.902,0.7059,0.7059,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0595,0.0,0.0,0.7059,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Jio,jio.com,https://jucior.com,0.0,Low,0.0,weak_evidence,0.85,0.85,0.6667,0.6967,True,False,jw_primary,lexical,True,Jio,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.6967,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://macizle9.site,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://maillotcycling.com,0.0,Low,0.0,weak_evidence,0.8571,0.8571,0.4444,0.4444,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.7143,0.0,0.0,0.4444,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://myvisitpass.com,0.0,Low,0.0,weak_evidence,0.8727,0.8727,0.5333,0.5333,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1818,0.0,0.0,0.5333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://catalyst-cloud.com,0.0,Low,0.0,weak_evidence,0.6376,0.6376,0.4348,0.5,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,19.127,0.0,0.0,0.5,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,https://portal-zunlong.com,0.0,Low,0.0,weak_evidence,0.64,0.4405,0.2222,0.64,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,19.2,0.0,0.0,0.64,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://myvivylo.store,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
IndusInd Bank,indusind.bank.in,https://indospin4d.org,0.0,Low,0.0,weak_evidence,0.9008,0.9008,0.7778,0.7778,True,False,jw_primary,lexical,True,IndusInd Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.025,0.0,0.0,0.7778,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Airtel,airtel.in,https://airton.ai,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudpique.com,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),sbisecurities.in,https://bitcoin-retail.com,0.0,Low,0.0,weak_evidence,0.6873,0.6873,0.4444,0.4444,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,20.6181,0.0,0.0,0.4444,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homesforsaleminnesota.com,0.0,Low,0.0,weak_evidence,0.8635,0.8635,0.5333,0.5333,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.9048,0.0,0.0,0.5333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudandchords.ai,0.0,Low,0.0,weak_evidence,0.8714,0.8714,0.5263,0.5263,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1429,0.0,0.0,0.5263,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://kit-mail.com,0.0,Low,0.0,weak_evidence,0.6667,0.4583,0.6667,0.6667,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,20.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudisland.store,0.0,Low,0.0,weak_evidence,0.8909,0.8909,0.625,0.625,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.7273,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,https://fatca-portal.com,0.0,Low,0.0,weak_evidence,0.5217,0.0,0.125,0.5217,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,15.6522,0.0,0.0,0.5217,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Computer Age Management Services Ltd. (CAMS),camsonline.com,https://calvionne.com,0.0,Low,0.0,weak_evidence,0.8504,0.8504,0.6316,0.6616,True,False,jw_primary,lexical,True,Computer Age Management Services Ltd. (CAMS),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5111,0.0,0.0,0.6616,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),sbilife.co.in,https://spyailife.com,0.0,Low,0.0,weak_evidence,0.8571,0.8571,0.75,0.75,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.7143,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://vertraiq-mail.com,0.0,Low,0.0,weak_evidence,0.5513,0.5513,0.4706,0.5,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,16.5385,0.0,0.0,0.5,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mail1999.com,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mailschmail.com,0.0,Low,0.0,weak_evidence,0.8727,0.8727,0.5333,0.6364,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1818,0.0,0.0,0.6364,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://magiclamp.bot,0.0,Low,0.0,weak_evidence,0.8519,0.8519,0.6154,0.6154,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5556,0.0,0.0,0.6154,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Reserve Bank of India (RBI),rbi.org.in,https://r8iu3x.vip,0.0,Low,0.0,weak_evidence,0.8833,0.8833,0.6667,0.6667,True,False,jw_primary,lexical,False,,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.5,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Jio,jio.com,https://jifork.com,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6967,True,False,jw_primary,lexical,True,Jio,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0,0.0,0.0,0.6967,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homegoods.paris,0.0,Low,0.0,weak_evidence,0.8667,0.8667,0.6667,0.6667,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudbiteam.com,0.0,Low,0.0,weak_evidence,0.8909,0.8909,0.625,0.625,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.7273,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axis.bank.in,https://axiquestore.com,0.0,Low,0.0,weak_evidence,0.8515,0.8515,0.5333,0.5333,True,False,jw_primary,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5455,0.0,0.0,0.5333,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://myvintagerealty.com,0.0,Low,0.0,weak_evidence,0.8533,0.8533,0.4211,0.4211,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.6,0.0,0.0,0.4211,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
State Bank of India (SBI),homeloans.sbi,https://homepalas.com,0.0,Low,0.0,weak_evidence,0.8825,0.8825,0.7778,0.7778,True,False,jw_primary,lexical,True,State Bank of India (SBI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.4762,0.0,0.0,0.7778,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
HDFC Bank,hdfclife.com,https://hardlife.fun,0.0,Low,0.0,weak_evidence,0.85,0.85,0.75,0.75,True,False,jw_primary,lexical,True,HDFC Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.5,0.0,0.0,0.75,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://mccloudy.com,0.0,Low,0.0,weak_evidence,0.875,0.875,0.7692,0.7692,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.25,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://myvirtualsalon.com,0.0,Low,0.0,weak_evidence,0.8571,0.8571,0.4444,0.4444,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,25.7143,0.0,0.0,0.4444,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
"Unique Identification Authority of India (UIDAI)
",uidai.gov.in,https://zehuidai.com,0.0,Low,0.0,weak_evidence,0.875,0.875,0.7692,0.7692,True,False,jw_primary,lexical,True,"Unique Identification Authority of India (UIDAI)
",True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.25,0.0,0.0,0.7692,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Airtel,airtel.in,https://airtraveltoeurope.com,0.0,Low,0.0,weak_evidence,0.8706,0.8706,0.5217,0.5217,True,False,jw_primary,lexical,True,Airtel,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1176,0.0,0.0,0.5217,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mail993.com,0.0,Low,0.0,weak_evidence,0.9143,0.9143,0.7273,0.7273,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.4286,0.0,0.0,0.7273,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mail-iogin.com,0.0,Low,0.0,weak_evidence,0.88,0.88,0.5714,0.5714,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.4,0.0,0.0,0.5714,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Vodafone Idea (VI),myvi.in,https://myvettime.com,0.0,Low,0.0,weak_evidence,0.8704,0.8704,0.6154,0.6154,True,False,jw_primary,lexical,True,Vodafone Idea (VI),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.1111,0.0,0.0,0.6154,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mail-leads.asia,0.0,Low,0.0,weak_evidence,0.88,0.88,0.5714,0.5714,True,True,brand_token_match|jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.4,0.0,0.0,0.5714,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),kavach.mail.gov.in,https://mail1499.com,0.0,Low,0.0,weak_evidence,0.9,0.9,0.6667,0.6667,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,27.0,0.0,0.0,0.6667,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Axis Bank,axis.bank.in,https://axis.moe,0.0,Low,0.0,weak_evidence,1.0,1.0,1.0,1.0,True,True,brand_token_match|jw_primary|token_set_primary|skeleton_similarity|host_similarity,lexical,True,Axis Bank,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,30.0,0.0,0.0,1.0,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Kfintech,kfintech.com,https://kayinfotech.com,0.0,Low,0.0,weak_evidence,0.8807,0.8807,0.7368,0.7668,True,False,jw_primary,lexical,True,Kfintech,True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.4205,0.0,0.0,0.7668,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
National Informatics Centre (NIC),cloud.gov.in,https://cloudflaren.com,0.0,Low,0.0,weak_evidence,0.8909,0.8909,0.625,0.625,True,False,jw_primary,lexical,True,National Informatics Centre (NIC),True,True,True,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,26.7273,0.0,0.0,0.625,0.45,anchor_typo,0.0,True,False,False,False,True,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
Bharat Sanchar Nigam Limited (BSNL),bsnl.co.in,https://fundacion-portal-aaron.com,0.0,Low,0.0,weak_evidence,0.4318,0.4318,0.1538,0.1538,True,True,brand_token_match,lexical,False,,True,True,False,False,strict_lexical_hit,strict_lexical_hit,failed,0.0,12.9545,0.0,0.0,0.1538,0.45,below_min_score,0.0,False,False,False,False,False,False,False,False,False,False,False,,,,fetch_failed_lexical_hit
